,datetime,PM10,PM2_5,NITROGEN_DIOXIDE,SULPHUR_DIOXIDE,OZONE,CARBON_MONOXIDE,T2M,RH2M,WS2M,WD2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
0,2022-10-01 00:00:00+00:00,193.2,127.6,88.3,71.8,12.0,1705.0,23.16,87.95,0.39,295.9,0.0,0.0
1,2022-10-01 01:00:00+00:00,177.0,118.0,88.6,63.5,16.0,1684.0,23.17,91.82,0.56,264.9,0.0,87.18
2,2022-10-01 02:00:00+00:00,166.2,111.5,88.7,51.8,22.0,1649.0,24.52,86.87,1.21,259.5,0.0,266.83
3,2022-10-01 03:00:00+00:00,151.8,100.8,81.7,39.8,41.0,1499.0,26.61,80.77,1.28,266.4,0.0,475.2
4,2022-10-01 04:00:00+00:00,120.6,78.5,65.3,37.9,73.0,1228.0,29.57,65.0,1.57,286.7,0.01,645.4
5,2022-10-01 05:00:00+00:00,101.0,64.7,43.0,39.2,115.0,870.0,30.87,59.83,2.0,308.7,0.01,747.5
6,2022-10-01 06:00:00+00:00,88.0,55.4,19.6,39.5,158.0,492.0,31.54,57.36,2.41,318.2,0.01,755.1
7,2022-10-01 07:00:00+00:00,81.7,50.9,11.9,35.0,172.0,362.0,31.94,56.34,2.69,321.3,0.01,720.75
8,2022-10-01 08:00:00+00:00,77.5,47.6,9.4,28.8,176.0,311.0,32.31,54.07,2.9,322.1,0.02,635.65
9,2022-10-01 09:00:00+00:00,74.0,44.9,15.2,23.4,166.0,358.0,32.14,53.24,2.83,322.0,0.01,494.23
10,2022-10-01 10:00:00+00:00,73.3,44.2,30.0,23.9,141.0,470.0,31.41,57.01,2.3,322.6,0.01,307.3
11,2022-10-01 11:00:00+00:00,78.2,48.8,51.5,26.8,104.0,654.0,30.05,61.72,1.99,324.4,0.0,124.18
12,2022-10-01 12:00:00+00:00,95.5,61.7,72.6,33.0,66.0,936.0,27.29,79.67,1.02,329.9,0.0,10.12
13,2022-10-01 13:00:00+00:00,115.9,75.2,80.2,40.9,53.0,1392.0,26.08,80.56,0.94,340.0,0.0,0.0
14,2022-10-01 14:00:00+00:00,136.0,88.7,90.9,52.3,34.0,2048.0,25.86,78.57,0.91,354.3,0.0,0.0
15,2022-10-01 15:00:00+00:00,154.6,100.8,102.1,71.2,13.0,2974.0,25.64,76.91,0.9,10.9,0.0,0.0
16,2022-10-01 16:00:00+00:00,177.9,116.2,105.0,89.2,6.0,3684.0,25.25,76.51,0.91,28.3,0.0,0.0
17,2022-10-01 17:00:00+00:00,204.9,134.6,105.2,110.1,2.0,4428.0,24.81,76.75,0.91,45.4,0.0,0.0
18,2022-10-01 18:00:00+00:00,231.4,152.3,103.4,133.4,0.0,5194.0,24.27,78.08,0.93,61.8,0.0,0.0
19,2022-10-01 19:00:00+00:00,254.3,168.1,100.5,143.1,0.0,5439.0,23.61,80.74,0.95,74.1,0.01,0.0
20,2022-10-01 20:00:00+00:00,271.9,180.7,96.2,149.0,0.0,5501.0,22.98,83.75,0.93,83.8,0.01,0.0
21,2022-10-01 21:00:00+00:00,268.2,180.2,90.6,157.2,0.0,5599.0,22.75,84.64,0.88,95.2,0.01,0.0
22,2022-10-01 22:00:00+00:00,271.9,183.0,82.9,169.9,0.0,5854.0,22.86,84.04,0.78,114.9,0.01,0.0
23,2022-10-01 23:00:00+00:00,286.8,193.2,74.3,184.4,0.0,6158.0,22.91,83.81,0.64,147.1,0.01,0.0
24,2022-10-02 00:00:00+00:00,276.6,185.3,149.4,141.4,0.0,4419.0,22.75,84.38,0.62,194.0,0.01,0.0
25,2022-10-02 01:00:00+00:00,250.5,168.1,148.1,117.9,3.0,4044.0,23.18,88.14,0.65,230.7,0.0,87.55
26,2022-10-02 02:00:00+00:00,220.3,147.6,145.9,84.4,8.0,3503.0,25.02,80.35,1.23,256.9,0.01,272.55
27,2022-10-02 03:00:00+00:00,187.2,124.3,131.8,49.9,27.0,2702.0,26.7,75.52,1.37,270.8,0.0,484.38
28,2022-10-02 04:00:00+00:00,137.4,88.7,104.2,43.5,60.0,2028.0,29.86,60.32,1.57,280.7,0.0,659.97
29,2022-10-02 05:00:00+00:00,109.2,69.8,67.3,46.2,104.0,1293.0,31.37,53.7,1.99,308.3,0.0,775.08
30,2022-10-02 06:00:00+00:00,90.8,56.9,28.5,48.2,149.0,550.0,32.09,50.43,2.5,322.8,0.0,788.47
31,2022-10-02 07:00:00+00:00,79.4,48.7,16.1,41.8,164.0,317.0,32.49,47.87,2.95,328.7,0.0,760.75
32,2022-10-02 08:00:00+00:00,72.9,43.5,12.2,33.0,169.0,269.0,32.52,46.58,3.2,331.4,0.0,673.3
33,2022-10-02 09:00:00+00:00,69.4,40.4,16.4,24.7,161.0,328.0,32.13,48.26,3.22,331.8,0.0,522.65
34,2022-10-02 10:00:00+00:00,67.8,38.9,28.6,24.2,138.0,438.0,31.03,54.62,2.84,330.7,0.0,329.1
35,2022-10-02 11:00:00+00:00,69.2,40.9,47.7,26.6,104.0,626.0,29.16,65.99,2.24,328.2,0.0,135.85
36,2022-10-02 12:00:00+00:00,77.5,47.7,66.5,30.0,69.0,783.0,26.38,79.91,1.37,324.2,0.0,9.95
37,2022-10-02 13:00:00+00:00,88.9,55.2,69.3,31.2,59.0,931.0,24.89,82.06,1.33,319.6,0.0,0.0
38,2022-10-02 14:00:00+00:00,91.7,56.8,73.2,33.0,44.0,1140.0,24.19,82.73,1.27,315.6,0.0,0.0
39,2022-10-02 15:00:00+00:00,91.3,56.2,76.4,35.0,29.0,1332.0,23.61,83.04,1.21,313.3,0.0,0.0
40,2022-10-02 16:00:00+00:00,90.3,55.6,75.5,35.6,25.0,1329.0,23.12,83.54,1.15,313.9,0.0,0.0
41,2022-10-02 17:00:00+00:00,89.9,56.0,72.9,35.8,25.0,1252.0,22.71,83.97,1.1,315.4,0.0,0.0
42,2022-10-02 18:00:00+00:00,90.6,57.3,68.6,36.2,25.0,1136.0,22.3,84.72,1.05,315.8,0.0,0.0
43,2022-10-02 19:00:00+00:00,92.4,59.3,65.0,37.2,24.0,1064.0,21.87,85.74,1.02,314.2,0.0,0.0
44,2022-10-02 20:00:00+00:00,96.4,62.6,60.9,38.4,24.0,986.0,21.37,87.36,1.03,308.3,0.0,0.0
45,2022-10-02 21:00:00+00:00,101.0,66.1,56.0,39.8,24.0,909.0,20.89,88.76,1.09,300.3,0.0,0.0
46,2022-10-02 22:00:00+00:00,104.5,69.2,52.5,40.8,25.0,874.0,20.47,89.73,1.2,293.6,0.0,0.0
47,2022-10-02 23:00:00+00:00,106.2,71.0,49.3,41.5,27.0,855.0,20.11,90.37,1.35,289.9,0.0,0.0
48,2022-10-03 00:00:00+00:00,88.7,59.8,39.0,36.2,49.0,618.0,19.79,90.72,1.49,289.7,0.0,0.0
49,2022-10-03 01:00:00+00:00,90.1,60.8,42.8,35.2,48.0,725.0,20.54,87.35,2.03,292.3,0.0,91.85
50,2022-10-03 02:00:00+00:00,91.3,61.5,48.1,33.7,46.0,876.0,22.31,79.46,2.86,293.5,0.0,287.67
51,2022-10-03 03:00:00+00:00,90.1,60.3,50.5,32.8,55.0,977.0,24.48,75.86,2.42,290.1,0.0,495.42
52,2022-10-03 04:00:00+00:00,86.1,57.0,44.7,34.7,80.0,888.0,27.59,64.86,2.96,300.5,0.0,667.55
53,2022-10-03 05:00:00+00:00,81.3,52.9,35.0,37.7,114.0,713.0,29.95,55.36,3.89,312.1,0.0,780.83
54,2022-10-03 06:00:00+00:00,78.0,49.2,23.6,38.9,149.0,505.0,31.34,49.26,4.52,316.2,0.0,805.75
55,2022-10-03 07:00:00+00:00,73.3,44.1,17.9,34.7,159.0,410.0,31.87,47.9,4.81,317.8,0.0,782.22
56,2022-10-03 08:00:00+00:00,67.3,38.1,13.2,27.9,160.0,338.0,31.84,48.84,4.86,318.9,0.0,688.58
57,2022-10-03 09:00:00+00:00,65.2,34.6,14.2,21.5,150.0,315.0,31.29,52.23,4.59,320.0,0.0,535.3
58,2022-10-03 10:00:00+00:00,65.2,33.1,24.8,21.4,130.0,377.0,30.33,58.63,3.85,320.9,0.0,339.77
59,2022-10-03 11:00:00+00:00,68.5,36.0,41.0,23.5,100.0,492.0,28.7,70.41,2.56,321.5,0.0,142.02
60,2022-10-03 12:00:00+00:00,71.5,38.9,59.1,36.7,66.0,617.0,26.13,81.4,1.65,321.4,0.0,9.62
61,2022-10-03 13:00:00+00:00,78.5,43.9,61.0,40.2,58.0,791.0,24.7,84.14,1.51,321.5,0.0,0.0
62,2022-10-03 14:00:00+00:00,84.5,48.0,63.5,45.1,47.0,1039.0,24.09,84.47,1.44,321.2,0.0,0.0
63,2022-10-03 15:00:00+00:00,90.3,51.9,65.0,50.0,35.0,1304.0,23.54,84.85,1.36,320.4,0.0,0.0
64,2022-10-03 16:00:00+00:00,96.2,56.2,63.2,50.8,31.0,1397.0,23.04,85.22,1.34,320.5,0.0,0.0
65,2022-10-03 17:00:00+00:00,100.1,59.6,60.0,50.2,28.0,1438.0,22.57,85.6,1.32,322.7,0.0,0.0
66,2022-10-03 18:00:00+00:00,98.5,59.5,55.0,48.2,27.0,1403.0,22.1,86.16,1.31,325.6,0.0,0.0
67,2022-10-03 19:00:00+00:00,94.8,58.0,51.2,45.4,27.0,1269.0,21.64,86.93,1.32,329.9,0.0,0.0
68,2022-10-03 20:00:00+00:00,92.4,57.5,47.0,41.7,28.0,1065.0,21.2,87.68,1.33,333.6,0.0,0.0
69,2022-10-03 21:00:00+00:00,89.2,56.3,43.2,39.0,29.0,859.0,20.79,88.71,1.28,337.0,0.0,0.0
70,2022-10-03 22:00:00+00:00,88.0,56.6,42.3,40.8,28.0,809.0,20.45,89.74,1.2,340.1,0.0,0.0
71,2022-10-03 23:00:00+00:00,91.3,59.6,42.7,44.7,27.0,811.0,20.22,90.24,1.14,342.0,0.0,0.0
72,2022-10-04 00:00:00+00:00,77.5,51.2,37.1,35.7,43.0,575.0,20.02,90.73,1.1,341.4,0.0,0.0
73,2022-10-04 01:00:00+00:00,81.5,54.2,41.4,35.7,43.0,704.0,21.05,88.37,1.24,340.7,0.0,85.28
74,2022-10-04 02:00:00+00:00,86.4,58.2,47.4,35.7,42.0,885.0,23.13,77.91,1.98,342.4,0.0,272.67
75,2022-10-04 03:00:00+00:00,87.8,58.9,50.8,36.5,54.0,1020.0,25.09,74.87,1.4,343.0,0.0,471.6
76,2022-10-04 04:00:00+00:00,84.1,56.1,45.9,38.8,81.0,943.0,27.64,69.29,1.09,346.2,0.01,631.35
77,2022-10-04 05:00:00+00:00,80.6,53.4,37.1,41.7,117.0,776.0,30.7,53.88,1.97,3.5,0.02,737.17
78,2022-10-04 06:00:00+00:00,76.8,50.3,26.6,43.5,158.0,577.0,31.84,49.46,1.87,9.2,0.02,691.85
79,2022-10-04 07:00:00+00:00,73.1,47.3,20.1,41.2,177.0,483.0,32.17,49.55,1.59,12.4,0.02,678.8
80,2022-10-04 08:00:00+00:00,71.0,45.4,14.2,36.8,189.0,410.0,32.28,50.3,1.32,9.2,0.01,572.55
81,2022-10-04 09:00:00+00:00,71.0,44.8,16.8,33.8,187.0,423.0,32.22,50.83,1.26,358.6,0.02,451.67
82,2022-10-04 10:00:00+00:00,71.9,45.1,33.7,35.1,163.0,519.0,31.95,53.0,1.16,352.1,0.01,268.15
83,2022-10-04 11:00:00+00:00,77.3,49.4,59.1,38.4,124.0,686.0,31.01,54.32,1.29,350.6,0.0,103.25
84,2022-10-04 12:00:00+00:00,86.4,57.9,79.6,40.4,80.0,853.0,28.57,72.76,0.87,351.4,0.0,7.4
85,2022-10-04 13:00:00+00:00,98.7,67.3,86.0,48.0,67.0,1322.0,27.36,75.55,0.86,352.0,0.0,0.0
86,2022-10-04 14:00:00+00:00,122.5,84.1,95.2,59.0,47.0,1993.0,26.8,75.24,0.88,353.4,0.0,0.0
87,2022-10-04 15:00:00+00:00,149.0,102.9,107.9,74.7,25.0,2870.0,26.43,74.28,0.86,357.3,0.0,0.0
88,2022-10-04 16:00:00+00:00,175.6,122.0,117.8,86.6,15.0,3441.0,26.09,73.97,0.83,6.2,0.0,0.0
89,2022-10-04 17:00:00+00:00,186.3,129.5,128.1,99.2,7.0,3989.0,25.57,75.77,0.83,21.3,0.0,0.0
90,2022-10-04 18:00:00+00:00,196.0,136.4,137.1,113.7,0.0,4516.0,24.96,80.05,0.81,38.0,0.0,0.0
91,2022-10-04 19:00:00+00:00,210.9,146.2,138.1,124.1,0.0,4732.0,24.41,84.7,0.77,54.5,0.0,0.0
92,2022-10-04 20:00:00+00:00,225.8,156.5,135.6,133.6,0.0,4816.0,24.02,87.69,0.77,66.1,0.0,0.0
93,2022-10-04 21:00:00+00:00,231.0,160.7,129.4,134.3,0.0,4583.0,23.83,89.08,0.75,72.1,0.0,0.0
94,2022-10-04 22:00:00+00:00,196.0,136.4,123.1,117.5,0.0,3978.0,23.68,89.48,0.72,76.4,0.0,0.0
95,2022-10-04 23:00:00+00:00,162.5,113.2,115.0,90.9,0.0,3106.0,23.6,89.0,0.73,85.3,0.0,0.0
96,2022-10-05 00:00:00+00:00,212.8,145.8,121.8,125.6,3.0,2962.0,23.43,88.91,0.76,97.6,0.0,0.0
97,2022-10-05 01:00:00+00:00,240.3,164.4,140.9,115.8,2.0,3055.0,23.94,91.31,0.68,112.4,0.0,70.07
98,2022-10-05 02:00:00+00:00,245.9,169.0,167.5,102.1,2.0,3178.0,25.61,83.32,1.49,125.7,0.01,232.6
99,2022-10-05 03:00:00+00:00,208.2,143.0,182.2,91.2,20.0,3080.0,27.89,75.61,1.85,140.5,0.19,420.5
100,2022-10-05 04:00:00+00:00,177.0,121.1,159.2,97.1,60.0,2586.0,29.96,67.81,1.93,145.2,0.34,577.0
101,2022-10-05 05:00:00+00:00,148.5,101.5,118.8,109.7,115.0,1868.0,31.3,62.79,1.6,139.3,0.28,655.83
102,2022-10-05 06:00:00+00:00,124.3,85.0,71.4,119.9,185.0,1101.0,32.17,59.74,1.17,126.7,0.23,591.47
103,2022-10-05 07:00:00+00:00,115.5,78.7,49.7,114.2,235.0,870.0,32.68,57.62,0.75,94.6,0.18,531.65
104,2022-10-05 08:00:00+00:00,111.1,75.9,33.7,102.3,284.0,803.0,32.88,56.19,0.78,41.9,0.15,383.1
105,2022-10-05 09:00:00+00:00,108.5,74.3,33.0,89.9,313.0,864.0,32.79,55.91,1.04,20.2,0.09,230.77
106,2022-10-05 10:00:00+00:00,106.9,73.1,61.3,89.5,287.0,1035.0,32.3,57.65,1.1,14.2,0.05,146.23
107,2022-10-05 11:00:00+00:00,107.8,73.8,106.2,92.7,233.0,1310.0,31.6,60.57,0.96,12.6,0.03,66.53
108,2022-10-05 12:00:00+00:00,133.2,91.7,129.4,65.7,101.0,1317.0,29.85,70.82,0.68,22.4,0.0,5.47
109,2022-10-05 13:00:00+00:00,153.2,105.9,130.5,77.4,85.0,1946.0,29.01,70.17,0.53,66.8,0.0,0.0
110,2022-10-05 14:00:00+00:00,174.6,121.1,132.1,94.0,62.0,2837.0,27.92,75.33,0.58,128.7,0.0,0.0
111,2022-10-05 15:00:00+00:00,197.4,136.9,134.6,106.8,35.0,3689.0,26.49,82.85,0.76,155.1,0.0,0.0
112,2022-10-05 16:00:00+00:00,208.2,144.4,138.4,101.4,21.0,3782.0,25.47,87.66,1.02,160.5,0.0,0.0
113,2022-10-05 17:00:00+00:00,199.8,139.2,142.9,88.2,10.0,3597.0,24.7,91.56,1.21,161.7,0.0,0.0
114,2022-10-05 18:00:00+00:00,171.4,119.2,141.9,70.7,0.0,3136.0,24.11,94.55,1.22,160.8,0.0,0.0
115,2022-10-05 19:00:00+00:00,137.8,95.7,132.4,61.2,0.0,2618.0,23.66,96.73,1.08,159.9,0.0,0.0
116,2022-10-05 20:00:00+00:00,109.0,75.4,117.6,52.3,0.0,1953.0,23.21,99.38,0.9,159.1,0.0,0.0
117,2022-10-05 21:00:00+00:00,82.7,56.9,95.2,42.9,0.0,1201.0,22.86,100.0,0.79,155.4,0.0,0.0
118,2022-10-05 22:00:00+00:00,57.7,39.3,75.9,38.1,6.0,876.0,22.64,100.0,0.77,152.1,0.0,0.0
119,2022-10-05 23:00:00+00:00,39.5,26.6,54.6,34.9,14.0,667.0,22.47,100.0,0.76,151.8,0.0,0.0
120,2022-10-06 00:00:00+00:00,41.9,28.6,36.3,38.6,19.0,611.0,22.26,100.0,0.77,151.1,0.0,0.0
121,2022-10-06 01:00:00+00:00,46.2,31.8,36.8,40.7,22.0,647.0,23.13,97.96,1.05,151.5,0.0,54.92
122,2022-10-06 02:00:00+00:00,45.2,31.3,37.4,43.6,27.0,696.0,24.96,89.93,1.94,151.7,0.0,172.5
123,2022-10-06 03:00:00+00:00,33.2,22.8,36.6,46.4,38.0,717.0,26.57,82.02,2.07,143.5,0.01,268.25
124,2022-10-06 04:00:00+00:00,31.7,21.7,33.5,46.8,53.0,660.0,27.62,76.21,2.14,134.8,0.0,435.15
125,2022-10-06 05:00:00+00:00,32.8,22.4,29.0,46.3,73.0,566.0,28.36,72.58,2.11,132.3,0.05,534.72
126,2022-10-06 06:00:00+00:00,33.4,22.8,23.9,44.3,95.0,456.0,28.95,70.09,1.9,130.3,0.09,511.75
127,2022-10-06 07:00:00+00:00,33.1,22.4,20.3,40.5,108.0,408.0,29.35,68.29,1.74,126.3,0.09,481.45
128,2022-10-06 08:00:00+00:00,32.9,21.9,17.0,35.4,119.0,375.0,29.52,67.13,1.63,121.7,0.08,444.05
129,2022-10-06 09:00:00+00:00,33.8,22.1,18.2,32.1,122.0,367.0,29.56,66.12,1.31,110.5,0.25,402.02
130,2022-10-06 10:00:00+00:00,33.8,21.8,26.2,35.6,111.0,390.0,29.27,66.99,1.07,92.1,0.45,239.4
131,2022-10-06 11:00:00+00:00,34.9,22.5,38.5,42.2,92.0,436.0,28.57,72.38,0.87,88.0,0.5,94.93
132,2022-10-06 12:00:00+00:00,38.5,24.7,53.8,38.0,56.0,578.0,27.11,82.55,0.71,93.2,0.6,6.32
133,2022-10-06 13:00:00+00:00,44.8,29.2,59.9,40.7,43.0,689.0,25.93,89.06,0.73,105.9,1.39,0.0
134,2022-10-06 14:00:00+00:00,44.1,28.4,68.4,44.5,24.0,845.0,25.28,91.66,0.89,116.9,2.74,0.0
135,2022-10-06 15:00:00+00:00,41.0,26.3,76.1,48.3,5.0,994.0,24.75,93.92,1.08,129.0,5.07,0.0
136,2022-10-06 16:00:00+00:00,40.7,26.8,75.9,49.2,0.0,1012.0,24.28,95.93,1.27,138.5,11.07,0.0
137,2022-10-06 17:00:00+00:00,40.7,27.4,72.7,48.9,0.0,982.0,24.0,96.9,1.36,144.6,19.34,0.0
138,2022-10-06 18:00:00+00:00,38.1,25.7,65.7,47.2,3.0,893.0,23.8,97.28,1.27,148.2,22.14,0.0
139,2022-10-06 19:00:00+00:00,34.1,22.8,58.2,44.7,7.0,775.0,23.56,97.61,1.12,149.3,19.52,0.0
140,2022-10-06 20:00:00+00:00,31.1,20.7,48.9,41.0,14.0,620.0,23.27,97.96,0.87,149.0,15.96,0.0
141,2022-10-06 21:00:00+00:00,30.5,20.3,37.8,37.2,22.0,456.0,23.09,98.02,0.62,147.6,8.24,0.0
142,2022-10-06 22:00:00+00:00,30.9,20.7,31.5,36.2,27.0,404.0,23.03,97.02,0.5,138.3,3.62,0.0
143,2022-10-06 23:00:00+00:00,31.3,21.0,26.0,36.0,32.0,388.0,23.12,95.51,0.37,90.0,1.96,0.0
144,2022-10-07 00:00:00+00:00,42.0,29.3,36.0,38.8,15.0,549.0,22.78,96.73,0.5,47.4,1.28,0.0
145,2022-10-07 01:00:00+00:00,47.4,33.1,36.8,42.7,20.0,581.0,23.15,96.65,0.89,41.4,1.1,40.08
146,2022-10-07 02:00:00+00:00,44.7,31.2,37.8,48.2,27.0,625.0,24.1,92.67,1.79,49.3,1.99,111.38
147,2022-10-07 03:00:00+00:00,39.5,27.2,37.8,53.3,40.0,652.0,24.98,88.84,2.35,62.9,1.44,211.88
148,2022-10-07 04:00:00+00:00,38.4,26.2,35.9,53.5,52.0,621.0,25.85,84.51,2.79,72.7,2.99,278.73
149,2022-10-07 05:00:00+00:00,38.5,25.8,32.8,51.8,67.0,563.0,26.51,81.19,2.94,75.4,4.02,413.1
150,2022-10-07 06:00:00+00:00,39.0,25.8,28.9,47.8,84.0,488.0,26.99,79.66,2.87,75.5,5.23,276.3
151,2022-10-07 07:00:00+00:00,34.9,22.9,25.2,43.0,95.0,440.0,27.2,79.99,2.82,76.1,5.26,206.18
152,2022-10-07 08:00:00+00:00,36.0,23.2,21.5,37.0,105.0,394.0,27.25,80.65,2.79,79.1,5.54,74.2
153,2022-10-07 09:00:00+00:00,32.6,20.9,21.3,31.5,108.0,371.0,27.11,81.16,2.63,79.2,5.32,85.95
154,2022-10-07 10:00:00+00:00,31.4,20.1,28.9,31.2,96.0,408.0,26.76,83.27,2.32,76.8,6.07,58.75
155,2022-10-07 11:00:00+00:00,31.1,19.7,40.5,33.0,76.0,476.0,26.06,88.49,1.75,74.5,8.4,26.23
156,2022-10-07 12:00:00+00:00,30.6,18.0,43.5,39.0,37.0,459.0,24.87,95.15,1.04,74.9,10.19,1.92
157,2022-10-07 13:00:00+00:00,29.0,17.4,43.5,40.1,33.0,508.0,24.24,97.15,0.98,81.8,8.34,0.0
158,2022-10-07 14:00:00+00:00,29.4,18.5,43.5,41.8,27.0,578.0,24.02,97.93,0.96,91.2,5.22,0.0
159,2022-10-07 15:00:00+00:00,31.7,20.3,44.2,44.4,20.0,678.0,23.93,98.07,0.94,99.8,3.47,0.0
160,2022-10-07 16:00:00+00:00,34.8,22.6,45.9,47.6,16.0,767.0,23.87,97.95,0.96,103.3,4.08,0.0
161,2022-10-07 17:00:00+00:00,39.3,26.4,48.2,51.3,12.0,863.0,23.72,97.85,0.89,98.4,7.2,0.0
162,2022-10-07 18:00:00+00:00,42.3,28.7,49.5,53.0,9.0,917.0,23.6,97.69,0.87,84.1,11.7,0.0
163,2022-10-07 19:00:00+00:00,34.8,23.7,47.8,49.0,9.0,849.0,23.54,97.48,1.04,64.4,16.11,0.0
164,2022-10-07 20:00:00+00:00,36.2,25.0,44.7,42.3,10.0,721.0,23.51,97.12,1.55,49.7,20.09,0.0
165,2022-10-07 21:00:00+00:00,36.7,25.5,40.0,34.3,13.0,566.0,23.5,96.63,2.04,43.2,24.35,0.0
166,2022-10-07 22:00:00+00:00,34.8,24.3,35.7,31.0,16.0,493.0,23.43,96.46,2.31,41.8,22.13,0.0
167,2022-10-07 23:00:00+00:00,33.5,23.4,31.0,28.8,19.0,436.0,23.36,96.43,2.38,46.9,18.15,0.0
168,2022-10-08 00:00:00+00:00,25.7,18.0,20.2,22.4,33.0,334.0,23.33,96.42,2.28,58.3,15.72,0.0
169,2022-10-08 01:00:00+00:00,28.2,19.6,23.1,23.0,31.0,411.0,23.45,96.34,2.03,79.2,14.47,29.7
170,2022-10-08 02:00:00+00:00,31.0,21.5,27.2,23.9,29.0,519.0,24.06,94.89,2.38,105.8,16.64,84.4
171,2022-10-08 03:00:00+00:00,32.9,22.8,32.3,25.9,26.0,621.0,25.17,91.08,3.59,129.8,23.34,132.65
172,2022-10-08 04:00:00+00:00,33.6,23.3,35.0,28.5,26.0,619.0,25.81,87.77,4.16,143.2,26.4,174.73
173,2022-10-08 05:00:00+00:00,35.3,24.4,37.3,31.8,26.0,580.0,26.24,86.09,3.93,151.1,23.0,180.15
174,2022-10-08 06:00:00+00:00,35.6,24.8,39.8,34.8,27.0,536.0,26.58,84.52,3.58,157.9,21.75,159.95
175,2022-10-08 07:00:00+00:00,39.3,27.5,41.2,35.1,27.0,537.0,26.63,84.25,3.01,157.1,25.14,134.07
176,2022-10-08 08:00:00+00:00,41.0,28.6,42.3,34.4,28.0,549.0,26.34,85.77,2.46,147.8,24.16,99.32
177,2022-10-08 09:00:00+00:00,41.3,28.9,43.7,32.9,28.0,564.0,26.08,87.42,2.11,134.0,19.53,91.28
178,2022-10-08 10:00:00+00:00,36.6,25.6,44.9,31.6,27.0,565.0,25.76,89.87,1.85,117.4,18.99,53.83
179,2022-10-08 11:00:00+00:00,32.1,22.5,46.2,30.0,25.0,562.0,25.28,93.62,1.53,104.0,24.31,25.6
180,2022-10-08 12:00:00+00:00,36.6,25.6,42.2,29.3,24.0,613.0,24.62,96.47,1.29,97.1,30.94,1.65
181,2022-10-08 13:00:00+00:00,38.0,26.5,43.2,29.1,22.0,688.0,24.29,97.19,1.53,93.7,27.46,0.0
182,2022-10-08 14:00:00+00:00,40.6,28.4,44.5,28.9,19.0,793.0,24.19,97.04,1.96,93.8,15.96,0.0
183,2022-10-08 15:00:00+00:00,43.9,30.7,45.7,28.8,15.0,894.0,24.11,96.6,2.48,95.3,9.32,0.0
184,2022-10-08 16:00:00+00:00,46.4,32.5,45.8,29.5,13.0,911.0,23.92,96.42,2.86,96.4,14.67,0.0
185,2022-10-08 17:00:00+00:00,47.4,33.1,45.2,30.5,11.0,898.0,23.74,96.2,3.07,97.7,32.64,0.0
186,2022-10-08 18:00:00+00:00,45.2,31.5,43.4,30.5,11.0,829.0,23.46,96.06,3.22,100.5,40.39,0.0
187,2022-10-08 19:00:00+00:00,40.7,28.4,40.8,28.4,13.0,717.0,23.25,95.72,3.34,99.5,60.25,0.0
188,2022-10-08 20:00:00+00:00,36.2,25.1,37.2,25.0,17.0,566.0,23.02,96.14,3.32,90.2,85.16,0.0
189,2022-10-08 21:00:00+00:00,31.4,21.8,31.8,20.9,24.0,398.0,22.89,96.12,3.35,83.2,104.32,0.0
190,2022-10-08 22:00:00+00:00,26.3,18.4,26.0,18.4,32.0,325.0,22.83,96.12,3.31,79.9,105.39,0.0
191,2022-10-08 23:00:00+00:00,23.5,16.4,19.3,16.0,42.0,279.0,22.79,96.09,3.47,81.7,86.56,0.0
192,2022-10-09 00:00:00+00:00,28.3,19.8,19.9,17.2,34.0,326.0,22.74,96.14,3.5,80.0,71.32,0.0
193,2022-10-09 01:00:00+00:00,30.6,21.4,23.4,18.0,33.0,370.0,22.73,96.02,3.74,78.3,76.38,30.55
194,2022-10-09 02:00:00+00:00,34.3,24.0,28.3,19.0,31.0,432.0,22.99,95.29,4.08,77.5,79.78,90.62
195,2022-10-09 03:00:00+00:00,29.1,20.3,33.7,21.7,31.0,494.0,23.35,94.26,4.82,79.6,271.75,150.88
196,2022-10-09 04:00:00+00:00,27.1,18.8,35.3,25.8,34.0,505.0,23.68,93.74,5.54,86.6,160.55,195.35
197,2022-10-09 05:00:00+00:00,26.3,18.4,35.9,31.0,39.0,500.0,24.02,93.14,5.45,90.6,86.85,205.1
198,2022-10-09 06:00:00+00:00,27.9,19.5,36.1,35.3,44.0,482.0,24.63,91.68,5.41,95.3,67.94,194.9
199,2022-10-09 07:00:00+00:00,29.0,20.3,35.6,34.3,45.0,458.0,25.4,90.3,5.37,101.7,65.94,230.1
200,2022-10-09 08:00:00+00:00,25.3,17.7,34.7,31.3,46.0,426.0,25.84,89.72,5.06,108.5,55.68,160.62
201,2022-10-09 09:00:00+00:00,23.5,16.4,35.4,27.7,44.0,413.0,26.01,90.53,4.51,112.0,48.74,144.02
202,2022-10-09 10:00:00+00:00,21.8,15.3,39.2,27.0,40.0,446.0,25.82,92.94,3.74,111.1,33.6,120.05
203,2022-10-09 11:00:00+00:00,20.3,14.1,44.7,26.9,34.0,503.0,25.55,95.32,2.94,108.2,18.14,41.58
204,2022-10-09 12:00:00+00:00,24.7,16.2,45.0,42.6,44.0,432.0,25.2,96.38,2.35,112.0,10.41,2.58
205,2022-10-09 13:00:00+00:00,31.4,21.0,46.8,42.7,38.0,524.0,24.9,96.63,2.49,121.7,14.15,0.0
